Line_no:1:	https://rfam.org/family/RF00005#tabview=tab6
6AHU	A	Nuclear RNase P
6AH3	A	Nuclear RNase P
Line_no:92:	https://rfam.org/family/RF00059#tabview=tab6
2GDI	Y	TPP riboswitch (THI element)
2HOL	A	TPP riboswitch (THI element)
2HOJ	A	TPP riboswitch (THI element)
7TDB	A	TPP riboswitch (THI element)
3K0J	E	TPP riboswitch (THI element)
3K0J	F	TPP riboswitch (THI element)
3D2V	A	TPP riboswitch (THI element)
7TZU	A	TPP riboswitch (THI element)
7TDC	A	TPP riboswitch (THI element)
7TZT	A	TPP riboswitch (THI element)
2HOK	A	TPP riboswitch (THI element)
3D2X	A	TPP riboswitch (THI element)
7TZR	X	TPP riboswitch (THI element)
7TZS	X	TPP riboswitch (THI element)
3D2X	B	TPP riboswitch (THI element)
7TDA	A	TPP riboswitch (THI element)
7TZS	Y	TPP riboswitch (THI element)
2CKY	A	TPP riboswitch (THI element)
4NYA	A	TPP riboswitch (THI element)
7TZR	Y	TPP riboswitch (THI element)
2CKY	B	TPP riboswitch (THI element)
4NYD	A	TPP riboswitch (THI element)
2HOM	A	TPP riboswitch (THI element)
4NYC	A	TPP riboswitch (THI element)
3D2G	B	TPP riboswitch (THI element)
3D2G	A	TPP riboswitch (THI element)
2HOP	A	TPP riboswitch (THI element)
4NYA	B	TPP riboswitch (THI element)
2GDI	X	TPP riboswitch (THI element)
4NYB	A	TPP riboswitch (THI element)
4NYG	A	TPP riboswitch (THI element)
2HOO	A	TPP riboswitch (THI element)
3D2V	B	TPP riboswitch (THI element)
7TD7	A	TPP riboswitch (THI element)
Line_no:93:	https://rfam.org/family/RF00011#tabview=tab6
3DHS	A	Bacterial RNase P class B
1NBS	A	Bacterial RNase P class B
1NBS	B	Bacterial RNase P class B
2A64	A	Bacterial RNase P class B
Line_no:94:	https://rfam.org/family/RF02681#tabview=tab6
5T5A	A	Twister_sister_ribozyme
Line_no:95:	https://rfam.org/family/RF00525#tabview=tab6
7KGA	A	Flavivirus DB element
7KGA	B	Flavivirus DB element
Line_no:96:	https://rfam.org/family/RF01852#tabview=tab6
3ADB	C	Selenocysteine transfer RNA
5LZE	y	Selenocysteine transfer RNA
7URI	y	Selenocysteine transfer RNA
3RG5	B	Selenocysteine transfer RNA
3ADD	D	Selenocysteine transfer RNA
3ADC	D	Selenocysteine transfer RNA
3W1K	G	Selenocysteine transfer RNA
4RQE	B	Selenocysteine transfer RNA
7UR5	y	Selenocysteine transfer RNA
3W3S	B	Selenocysteine transfer RNA
3ADB	D	Selenocysteine transfer RNA
4ZDO	E	Selenocysteine transfer RNA
3W1K	H	Selenocysteine transfer RNA
3W1K	F	Selenocysteine transfer RNA
7MDL	E	Selenocysteine transfer RNA
3HL2	E	Selenocysteine transfer RNA
7UR5	v	Selenocysteine transfer RNA
3RG5	A	Selenocysteine transfer RNA
3W1K	I	Selenocysteine transfer RNA
5LZB	y	Selenocysteine transfer RNA
4ZDP	E	Selenocysteine transfer RNA
3W1K	J	Selenocysteine transfer RNA
4RQF	C	Selenocysteine transfer RNA
5LZC	y	Selenocysteine transfer RNA
3ADD	C	Selenocysteine transfer RNA
7UR5	w	Selenocysteine transfer RNA
7ZJW	F	Selenocysteine transfer RNA
5LZF	y	Selenocysteine transfer RNA
3ADC	C	Selenocysteine transfer RNA
5LZD	y	Selenocysteine transfer RNA
7URM	v	Selenocysteine transfer RNA
3A3A	A	Selenocysteine transfer RNA
4RQE	D	Selenocysteine transfer RNA
Line_no:97:	https://rfam.org/family/RF00379#tabview=tab6
6N5S	A	ydaO/yuaA leader
4W92	C	ydaO/yuaA leader
6N5T	A	ydaO/yuaA leader
6N5N	A	ydaO/yuaA leader
4QLM	A	ydaO/yuaA leader
4QK8	A	ydaO/yuaA leader
4QK9	A	ydaO/yuaA leader
4QKA	A	ydaO/yuaA leader
6WTR	A	ydaO/yuaA leader
6N5Q	A	ydaO/yuaA leader
6WTL	A	ydaO/yuaA leader
6N5P	A	ydaO/yuaA leader
6N5K	A	ydaO/yuaA leader
6N5O	A	ydaO/yuaA leader
4QLN	A	ydaO/yuaA leader
4W90	C	ydaO/yuaA leader
Line_no:98:	https://rfam.org/family/RF02541#tabview=tab6
5IB8	1H	Bacterial large subunit ribosomal RNA
6BOK	EB	Bacterial large subunit ribosomal RNA
6CFK	1A	Bacterial large subunit ribosomal RNA
6WDH	1	Bacterial large subunit ribosomal RNA
7AZO	23SB	Bacterial large subunit ribosomal RNA
7OF7	A	Bacterial large subunit ribosomal RNA
7PIO	3	Bacterial large subunit ribosomal RNA
3J3W	A	Bacterial large subunit ribosomal RNA
3J5S	A	Bacterial large subunit ribosomal RNA
4W29	DA	Bacterial large subunit ribosomal RNA
6WD8	1	Bacterial large subunit ribosomal RNA
6YWV	A	Bacterial large subunit ribosomal RNA
2O45	A	Bacterial large subunit ribosomal RNA
5WFK	A	Bacterial large subunit ribosomal RNA
6VYW	a	Bacterial large subunit ribosomal RNA
7O19	BA	Bacterial large subunit ribosomal RNA
7UPH	I	Bacterial large subunit ribosomal RNA
2OGM	0	Bacterial large subunit ribosomal RNA
4LT8	YA	Bacterial large subunit ribosomal RNA
4U24	DA	Bacterial large subunit ribosomal RNA
4V7J	AA	Bacterial large subunit ribosomal RNA
5EL5	1H	Bacterial large subunit ribosomal RNA
6O8Y	A	Bacterial large subunit ribosomal RNA
6PRV	D	Bacterial large subunit ribosomal RNA
6WYV	I	Bacterial large subunit ribosomal RNA
7N30	23	Bacterial large subunit ribosomal RNA
7S9U	A	Bacterial large subunit ribosomal RNA
7TOS	23S	Bacterial large subunit ribosomal RNA
1R2X	C	Bacterial large subunit ribosomal RNA
4L71	YA	Bacterial large subunit ribosomal RNA
4V5B	CB	Bacterial large subunit ribosomal RNA
7BL5	A	Bacterial large subunit ribosomal RNA
4CE4	A	Bacterial large subunit ribosomal RNA
4L47	YA	Bacterial large subunit ribosomal RNA
4P6F	YA	Bacterial large subunit ribosomal RNA
4V55	BB	Bacterial large subunit ribosomal RNA
5GAH	A	Bacterial large subunit ribosomal RNA
5OOL	A	Bacterial large subunit ribosomal RNA
6CFK	2A	Bacterial large subunit ribosomal RNA
6XHY	2A	Bacterial large subunit ribosomal RNA
4U67	X	Bacterial large subunit ribosomal RNA
4WQF	AA	Bacterial large subunit ribosomal RNA
5V7Q	A	Bacterial large subunit ribosomal RNA
7NWT	1	Bacterial large subunit ribosomal RNA
2D3O	0	Bacterial large subunit ribosomal RNA
3J9Y	A	Bacterial large subunit ribosomal RNA
4V4W	B0	Bacterial large subunit ribosomal RNA
4YBB	CA	Bacterial large subunit ribosomal RNA
5GAE	A	Bacterial large subunit ribosomal RNA
5KPV	27	Bacterial large subunit ribosomal RNA
6ND5	2A	Bacterial large subunit ribosomal RNA
6PRV	A	Bacterial large subunit ribosomal RNA
7RQC	1A	Bacterial large subunit ribosomal RNA
7SSO	1	Bacterial large subunit ribosomal RNA
4V68	BA	Bacterial large subunit ribosomal RNA
4V6Y	BA	Bacterial large subunit ribosomal RNA
4V8I	BA	Bacterial large subunit ribosomal RNA
4WQY	CA	Bacterial large subunit ribosomal RNA
5J4C	1A	Bacterial large subunit ribosomal RNA
6OXI	RA	Bacterial large subunit ribosomal RNA
6PPF	A	Bacterial large subunit ribosomal RNA
7ACJ	1	Bacterial large subunit ribosomal RNA
7OF6	A	Bacterial large subunit ribosomal RNA
7OIZ	a	Bacterial large subunit ribosomal RNA
7YLA	I	Bacterial large subunit ribosomal RNA
4LNT	YA	Bacterial large subunit ribosomal RNA
4V4Q	BB	Bacterial large subunit ribosomal RNA
6VLZ	A	Bacterial large subunit ribosomal RNA
1Y39	C	Bacterial large subunit ribosomal RNA
4U27	DA	Bacterial large subunit ribosomal RNA
4V5F	BA	Bacterial large subunit ribosomal RNA
4V71	BA	Bacterial large subunit ribosomal RNA
4V9O	GA	Bacterial large subunit ribosomal RNA
5CZP	YA	Bacterial large subunit ribosomal RNA
5NDK	1H	Bacterial large subunit ribosomal RNA
6S13	A	Bacterial large subunit ribosomal RNA
7A0R	X	Bacterial large subunit ribosomal RNA
7PAH	3	Bacterial large subunit ribosomal RNA
7PJU	A	Bacterial large subunit ribosomal RNA
7U2H	2A	Bacterial large subunit ribosomal RNA
3UMY	B	Bacterial large subunit ribosomal RNA
5V93	A	Bacterial large subunit ribosomal RNA
6WD9	1	Bacterial large subunit ribosomal RNA
6WDB	1	Bacterial large subunit ribosomal RNA
6ZTP	BA	Bacterial large subunit ribosomal RNA
7PJT	A	Bacterial large subunit ribosomal RNA
7SSW	1	Bacterial large subunit ribosomal RNA
8CVL	1A	Bacterial large subunit ribosomal RNA
4V66	BB	Bacterial large subunit ribosomal RNA
5JC9	DA	Bacterial large subunit ribosomal RNA
6HRM	1	Bacterial large subunit ribosomal RNA
6OF1	2A	Bacterial large subunit ribosomal RNA
6UCQ	2A	Bacterial large subunit ribosomal RNA
7PI8	3	Bacterial large subunit ribosomal RNA
7S1H	I	Bacterial large subunit ribosomal RNA
7UG7	23	Bacterial large subunit ribosomal RNA
8APN	A8	Bacterial large subunit ribosomal RNA
4V8J	BA	Bacterial large subunit ribosomal RNA
4V8N	DA	Bacterial large subunit ribosomal RNA
4V9A	DA	Bacterial large subunit ribosomal RNA
4V9O	EA	Bacterial large subunit ribosomal RNA
4WQR	1H	Bacterial large subunit ribosomal RNA
5HD1	2A	Bacterial large subunit ribosomal RNA
6BZ6	YA	Bacterial large subunit ribosomal RNA
7K55	1	Bacterial large subunit ribosomal RNA
7P7Q	A	Bacterial large subunit ribosomal RNA
1NWY	0	Bacterial large subunit ribosomal RNA
4V5H	BB	Bacterial large subunit ribosomal RNA
4V76	BA	Bacterial large subunit ribosomal RNA
5MDW	1	Bacterial large subunit ribosomal RNA
5U9G	01	Bacterial large subunit ribosomal RNA
6OPE	YA	Bacterial large subunit ribosomal RNA
7PAO	3	Bacterial large subunit ribosomal RNA
7PIT	3	Bacterial large subunit ribosomal RNA
7PKT	5	Bacterial large subunit ribosomal RNA
7SS9	1	Bacterial large subunit ribosomal RNA
4Z8C	2A	Bacterial large subunit ribosomal RNA
5LZE	A	Bacterial large subunit ribosomal RNA
6N1D	B23S	Bacterial large subunit ribosomal RNA
6WDM	1	Bacterial large subunit ribosomal RNA
6WNV	4	Bacterial large subunit ribosomal RNA
6YSS	A	Bacterial large subunit ribosomal RNA
7CPJ	A	Bacterial large subunit ribosomal RNA
7JQM	1A	Bacterial large subunit ribosomal RNA
7QGR	N	Bacterial large subunit ribosomal RNA
4TUC	RA	Bacterial large subunit ribosomal RNA
4V85	BA	Bacterial large subunit ribosomal RNA
4V87	DA	Bacterial large subunit ribosomal RNA
6PCS	I	Bacterial large subunit ribosomal RNA
7JSS	1	Bacterial large subunit ribosomal RNA
7SA4	1	Bacterial large subunit ribosomal RNA
4TUD	YA	Bacterial large subunit ribosomal RNA
4WFA	X	Bacterial large subunit ribosomal RNA
5DFE	YA	Bacterial large subunit ribosomal RNA
6ZU1	BA	Bacterial large subunit ribosomal RNA
7ZQ5	b	Bacterial large subunit ribosomal RNA
1EG0	L	Bacterial large subunit ribosomal RNA
1HC8	D	Bacterial large subunit ribosomal RNA
1JZX	A	Bacterial large subunit ribosomal RNA
1VVJ	RA	Bacterial large subunit ribosomal RNA
6SPF	A	Bacterial large subunit ribosomal RNA
7QV2	V	Bacterial large subunit ribosomal RNA
8EKB	2A	Bacterial large subunit ribosomal RNA
3DLL	X	Bacterial large subunit ribosomal RNA
4WF9	X	Bacterial large subunit ribosomal RNA
5U4J	A	Bacterial large subunit ribosomal RNA
6NUO	YA	Bacterial large subunit ribosomal RNA
6O8Z	A	Bacterial large subunit ribosomal RNA
6SPB	A	Bacterial large subunit ribosomal RNA
7ACR	1	Bacterial large subunit ribosomal RNA
7JT2	1	Bacterial large subunit ribosomal RNA
7NHN	A	Bacterial large subunit ribosomal RNA
7ODE	I	Bacterial large subunit ribosomal RNA
7SFR	A	Bacterial large subunit ribosomal RNA
4V4I	w	Bacterial large subunit ribosomal RNA
4V7M	BA	Bacterial large subunit ribosomal RNA
6BUW	RA	Bacterial large subunit ribosomal RNA
7Q4K	BA	Bacterial large subunit ribosomal RNA
2O43	A	Bacterial large subunit ribosomal RNA
4TUE	YA	Bacterial large subunit ribosomal RNA
4U25	BA	Bacterial large subunit ribosomal RNA
4V5B	AB	Bacterial large subunit ribosomal RNA
4V83	BA	Bacterial large subunit ribosomal RNA
5GAD	A	Bacterial large subunit ribosomal RNA
6XZB	A2	Bacterial large subunit ribosomal RNA
6ZSB	XA	Bacterial large subunit ribosomal RNA
7OIE	A	Bacterial large subunit ribosomal RNA
7RQ8	2A	Bacterial large subunit ribosomal RNA
4U1V	BA	Bacterial large subunit ribosomal RNA
4V52	DB	Bacterial large subunit ribosomal RNA
4ZSN	YA	Bacterial large subunit ribosomal RNA
5KCR	1A	Bacterial large subunit ribosomal RNA
6O90	A	Bacterial large subunit ribosomal RNA
7OIG	1	Bacterial large subunit ribosomal RNA
8CVL	2A	Bacterial large subunit ribosomal RNA
6BOH	B	Bacterial large subunit ribosomal RNA
6OPE	RA	Bacterial large subunit ribosomal RNA
6PC8	I	Bacterial large subunit ribosomal RNA
7MT2	A	Bacterial large subunit ribosomal RNA
7PAN	3	Bacterial large subunit ribosomal RNA
7QGN	N	Bacterial large subunit ribosomal RNA
4V54	BB	Bacterial large subunit ribosomal RNA
4V9L	DA	Bacterial large subunit ribosomal RNA
5NDJ	1H	Bacterial large subunit ribosomal RNA
5UQ7	A	Bacterial large subunit ribosomal RNA
6VU3	a	Bacterial large subunit ribosomal RNA
7ASP	Y	Bacterial large subunit ribosomal RNA
7ODR	A	Bacterial large subunit ribosomal RNA
7OII	1	Bacterial large subunit ribosomal RNA
7PJX	A	Bacterial large subunit ribosomal RNA
4U1U	DA	Bacterial large subunit ribosomal RNA
4V5R	BA	Bacterial large subunit ribosomal RNA
4V7K	AA	Bacterial large subunit ribosomal RNA
5F8K	2A	Bacterial large subunit ribosomal RNA
5J8A	CA	Bacterial large subunit ribosomal RNA
5UYN	01	Bacterial large subunit ribosomal RNA
5WIT	2A	Bacterial large subunit ribosomal RNA
6OT3	1	Bacterial large subunit ribosomal RNA
2OGN	0	Bacterial large subunit ribosomal RNA
4V8F	DA	Bacterial large subunit ribosomal RNA
4W4G	YA	Bacterial large subunit ribosomal RNA
6B4V	FB	Bacterial large subunit ribosomal RNA
7PD3	A	Bacterial large subunit ribosomal RNA
7PIS	3	Bacterial large subunit ribosomal RNA
7SSN	1	Bacterial large subunit ribosomal RNA
1JZZ	A	Bacterial large subunit ribosomal RNA
2OM7	J	Bacterial large subunit ribosomal RNA
4V7X	BA	Bacterial large subunit ribosomal RNA
4V9B	BA	Bacterial large subunit ribosomal RNA
5VPP	YA	Bacterial large subunit ribosomal RNA
5ZZM	N	Bacterial large subunit ribosomal RNA
6GWT	A	Bacterial large subunit ribosomal RNA
6O8W	A	Bacterial large subunit ribosomal RNA
6PC7	I	Bacterial large subunit ribosomal RNA
6VYX	a	Bacterial large subunit ribosomal RNA
6ZTJ	BA	Bacterial large subunit ribosomal RNA
1MMS	D	Bacterial large subunit ribosomal RNA
5EL7	14	Bacterial large subunit ribosomal RNA
6GC0	A	Bacterial large subunit ribosomal RNA
7KGB	A	Bacterial large subunit ribosomal RNA
1JZY	A	Bacterial large subunit ribosomal RNA
3J7Y	A	Bacterial large subunit ribosomal RNA
4CSU	B	Bacterial large subunit ribosomal RNA
4V7Y	BA	Bacterial large subunit ribosomal RNA
4WQ1	1H	Bacterial large subunit ribosomal RNA
6NSH	YA	Bacterial large subunit ribosomal RNA
6XHW	1A	Bacterial large subunit ribosomal RNA
6XZA	A2	Bacterial large subunit ribosomal RNA
7JT1	1	Bacterial large subunit ribosomal RNA
7OID	A	Bacterial large subunit ribosomal RNA
7PO4	A	Bacterial large subunit ribosomal RNA
7UNV	A	Bacterial large subunit ribosomal RNA
2AAR	0	Bacterial large subunit ribosomal RNA
4LSK	YA	Bacterial large subunit ribosomal RNA
4V4A	B0	Bacterial large subunit ribosomal RNA
4V61	BA	Bacterial large subunit ribosomal RNA
4V9J	BA	Bacterial large subunit ribosomal RNA
4WOI	BA	Bacterial large subunit ribosomal RNA
5ND8	A	Bacterial large subunit ribosomal RNA
6U48	CA	Bacterial large subunit ribosomal RNA
6VWL	2	Bacterial large subunit ribosomal RNA
6YS3	b	Bacterial large subunit ribosomal RNA
7RQ9	1A	Bacterial large subunit ribosomal RNA
7U2H	1A	Bacterial large subunit ribosomal RNA
5J4B	2A	Bacterial large subunit ribosomal RNA
6NDK	YA	Bacterial large subunit ribosomal RNA
6Q95	1	Bacterial large subunit ribosomal RNA
6QNQ	14	Bacterial large subunit ribosomal RNA
6XDR	a	Bacterial large subunit ribosomal RNA
7A5K	A3	Bacterial large subunit ribosomal RNA
2ZJP	X	Bacterial large subunit ribosomal RNA
4TUD	RA	Bacterial large subunit ribosomal RNA
4V9R	BA	Bacterial large subunit ribosomal RNA
5A9Z	AA	Bacterial large subunit ribosomal RNA
5NRG	X	Bacterial large subunit ribosomal RNA
6TBV	23S1	Bacterial large subunit ribosomal RNA
7BV8	A	Bacterial large subunit ribosomal RNA
1NWX	0	Bacterial large subunit ribosomal RNA
3U4M	B	Bacterial large subunit ribosomal RNA
4V4X	BA	Bacterial large subunit ribosomal RNA
4V74	BA	Bacterial large subunit ribosomal RNA
4WSM	14	Bacterial large subunit ribosomal RNA
5WIT	1A	Bacterial large subunit ribosomal RNA
6BZ8	RA	Bacterial large subunit ribosomal RNA
6I7V	CA	Bacterial large subunit ribosomal RNA
6S12	A	Bacterial large subunit ribosomal RNA
6WD0	1	Bacterial large subunit ribosomal RNA
6WD6	1	Bacterial large subunit ribosomal RNA
6YWS	A	Bacterial large subunit ribosomal RNA
7OI9	A	Bacterial large subunit ribosomal RNA
7RQE	1A	Bacterial large subunit ribosomal RNA
1XBP	0	Bacterial large subunit ribosomal RNA
1Y39	D	Bacterial large subunit ribosomal RNA
3J9M	A	Bacterial large subunit ribosomal RNA
4TUA	RA	Bacterial large subunit ribosomal RNA
4V47	A0	Bacterial large subunit ribosomal RNA
4V6E	DA	Bacterial large subunit ribosomal RNA
4V7J	BA	Bacterial large subunit ribosomal RNA
4V9Q	CA	Bacterial large subunit ribosomal RNA
5J7L	CA	Bacterial large subunit ribosomal RNA
6GAW	BA	Bacterial large subunit ribosomal RNA
6ZSA	XA	Bacterial large subunit ribosomal RNA
7B5K	A	Bacterial large subunit ribosomal RNA
7ST7	1	Bacterial large subunit ribosomal RNA
1VY4	DA	Bacterial large subunit ribosomal RNA
4W2F	DA	Bacterial large subunit ribosomal RNA
7ASM	A	Bacterial large subunit ribosomal RNA
7NSP	A	Bacterial large subunit ribosomal RNA
7OF2	A	Bacterial large subunit ribosomal RNA
7PJW	A	Bacterial large subunit ribosomal RNA
1OND	0	Bacterial large subunit ribosomal RNA
1VVJ	YA	Bacterial large subunit ribosomal RNA
4V4G	BB	Bacterial large subunit ribosomal RNA
4V4G	FB	Bacterial large subunit ribosomal RNA
4V5K	BA	Bacterial large subunit ribosomal RNA
4V6O	BB	Bacterial large subunit ribosomal RNA
4V7I	A8	Bacterial large subunit ribosomal RNA
4WU1	1H	Bacterial large subunit ribosomal RNA
5IT8	CA	Bacterial large subunit ribosomal RNA
6CZR	2A	Bacterial large subunit ribosomal RNA
6GSL	14	Bacterial large subunit ribosomal RNA
7S1I	I	Bacterial large subunit ribosomal RNA
7UNW	A	Bacterial large subunit ribosomal RNA
3CF5	X	Bacterial large subunit ribosomal RNA
4LFZ	YA	Bacterial large subunit ribosomal RNA
4U26	BA	Bacterial large subunit ribosomal RNA
4V77	BA	Bacterial large subunit ribosomal RNA
5L3P	A	Bacterial large subunit ribosomal RNA
6FXC	BA	Bacterial large subunit ribosomal RNA
6VZJ	a	Bacterial large subunit ribosomal RNA
7K51	1	Bacterial large subunit ribosomal RNA
7S1J	I	Bacterial large subunit ribosomal RNA
7TTU	1	Bacterial large subunit ribosomal RNA
8CVJ	2A	Bacterial large subunit ribosomal RNA
4V8Y	CN	Bacterial large subunit ribosomal RNA
4WT1	14	Bacterial large subunit ribosomal RNA
5KCS	1A	Bacterial large subunit ribosomal RNA
5WDT	A	Bacterial large subunit ribosomal RNA
6GSK	1H	Bacterial large subunit ribosomal RNA
6N1D	A23S	Bacterial large subunit ribosomal RNA
7OF4	A	Bacterial large subunit ribosomal RNA
7PJS	A	Bacterial large subunit ribosomal RNA
7RYG	A	Bacterial large subunit ribosomal RNA
1NJO	0	Bacterial large subunit ribosomal RNA
4V4V	B0	Bacterial large subunit ribosomal RNA
6B4V	B	Bacterial large subunit ribosomal RNA
6X7K	a	Bacterial large subunit ribosomal RNA
8CVK	1A	Bacterial large subunit ribosomal RNA
3FWO	A	Bacterial large subunit ribosomal RNA
3J0D	A	Bacterial large subunit ribosomal RNA
5HCQ	2A	Bacterial large subunit ribosomal RNA
5IMR	D	Bacterial large subunit ribosomal RNA
5J5B	DA	Bacterial large subunit ribosomal RNA
5MDV	1	Bacterial large subunit ribosomal RNA
5NPM	B	Bacterial large subunit ribosomal RNA
6GB2	BA	Bacterial large subunit ribosomal RNA
7N1P	23	Bacterial large subunit ribosomal RNA
7P7R	A	Bacterial large subunit ribosomal RNA
4U1U	BA	Bacterial large subunit ribosomal RNA
5NDK	14	Bacterial large subunit ribosomal RNA
5VPO	YA	Bacterial large subunit ribosomal RNA
6WNT	4	Bacterial large subunit ribosomal RNA
7BL6	A	Bacterial large subunit ribosomal RNA
7M4W	A	Bacterial large subunit ribosomal RNA
5DFE	RA	Bacterial large subunit ribosomal RNA
5J4C	2A	Bacterial large subunit ribosomal RNA
5WFS	A	Bacterial large subunit ribosomal RNA
6GXM	A	Bacterial large subunit ribosomal RNA
6PCR	I	Bacterial large subunit ribosomal RNA
6PRV	C	Bacterial large subunit ribosomal RNA
6XDQ	a	Bacterial large subunit ribosomal RNA
7K00	a	Bacterial large subunit ribosomal RNA
3JA1	LA	Bacterial large subunit ribosomal RNA
4V5D	DA	Bacterial large subunit ribosomal RNA
4V9P	EA	Bacterial large subunit ribosomal RNA
4V9R	DA	Bacterial large subunit ribosomal RNA
6WD1	1	Bacterial large subunit ribosomal RNA
6X6T	a	Bacterial large subunit ribosomal RNA
7A5I	A3	Bacterial large subunit ribosomal RNA
7OIF	1	Bacterial large subunit ribosomal RNA
7PIC	3	Bacterial large subunit ribosomal RNA
7TTW	1	Bacterial large subunit ribosomal RNA
4LEL	RA	Bacterial large subunit ribosomal RNA
4TUB	RA	Bacterial large subunit ribosomal RNA
4V8I	DA	Bacterial large subunit ribosomal RNA
